State/UT,Year, Geographical Area,Total Forest Cover Area,Very Dense,Moderately Dense,Open Forest, Scrub Land,Mangrove,SO2,NO2,RSPM,SPM,PM25,Annual Rainfall
Andaman and Nicobar Islands,2011,8249.0,6724.0,3761.0,2416.0,547.0,0.0,2155.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar Islands,2013,8249.0,6711.0,3754.0,2413.0,544.0,57.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar Islands,2015,8249.0,6751.0,5686.0,685.0,380.0,1.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar Islands,2017,8249.0,6742.0,5678.0,684.0,380.0,1.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar Islands,2019,8249.0,6743.0,5678.0,684.0,381.0,146.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,1987,275069.0,49699.0,28580.0,0.0,21119.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,1079.9
Andhra Pradesh,1987,275069.0,49699.0,28580.0,0.0,21119.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,769.5
Andhra Pradesh,1989,275069.0,47506.0,25535.0,0.0,21971.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,1030.0
Andhra Pradesh,1989,275069.0,47506.0,25535.0,0.0,21971.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,693.7
Andhra Pradesh,1991,275069.0,46891.0,25017.0,0.0,21874.0,12188.0,399.0,389.2,677.8,0.0,5340.0,0.0,1122.1
Andhra Pradesh,1991,275069.0,46891.0,25017.0,0.0,21874.0,12188.0,399.0,389.2,677.8,0.0,5340.0,0.0,967.5
Andhra Pradesh,1993,275069.0,46878.0,25008.0,0.0,21870.0,12170.0,378.0,307.6,574.6000000000001,0.0,0.0,0.0,869.7
Andhra Pradesh,1993,275069.0,46878.0,25008.0,0.0,21870.0,12170.0,378.0,307.6,574.6000000000001,0.0,0.0,0.0,887.1
Andhra Pradesh,1995,275069.0,46729.0,24827.0,0.0,21902.0,0.0,383.0,1567.5,3051.3999999999987,0.0,14113.0,0.0,1352.0
Andhra Pradesh,1995,275069.0,46729.0,24827.0,0.0,21902.0,0.0,383.0,1567.5,3051.3999999999987,0.0,14113.0,0.0,874.3
Andhra Pradesh,1997,275069.0,42907.0,23048.0,0.0,19859.0,11191.0,383.0,1917.3,3559.0000000000014,0.0,17423.0,0.0,972.1
Andhra Pradesh,1997,275069.0,42907.0,23048.0,0.0,19859.0,11191.0,383.0,1917.3,3559.0000000000014,0.0,17423.0,0.0,835.0
Andhra Pradesh,1999,275069.0,43832.0,24190.0,0.0,19642.0,9559.0,397.0,1553.5,2147.9,0.0,21331.0,0.0,825.1
Andhra Pradesh,1999,275069.0,43832.0,24190.0,0.0,19642.0,9559.0,397.0,1553.5,2147.9,0.0,21331.0,0.0,537.2
Andhra Pradesh,2001,275069.0,44637.0,25827.0,0.0,18810.0,9907.0,333.0,1260.0999999999995,2846.1,0.0,14993.0,0.0,1009.3
Andhra Pradesh,2001,275069.0,44637.0,25827.0,0.0,18810.0,9907.0,333.0,1260.0999999999995,2846.1,0.0,14993.0,0.0,924.5
Andhra Pradesh,2003,275069.0,44419.0,23.0,24356.0,20040.0,9748.0,329.0,0.0,0.0,0.0,0.0,0.0,1096.8
Andhra Pradesh,2003,275069.0,44419.0,23.0,24356.0,20040.0,9748.0,329.0,0.0,0.0,0.0,0.0,0.0,725.5
Andhra Pradesh,2005,275069.0,44372.0,130.0,24199.0,20043.0,9862.0,329.0,4750.4,24554.100000000028,65155.0,181492.0,0.0,1221.6
Andhra Pradesh,2005,275069.0,44372.0,130.0,24199.0,20043.0,9862.0,329.0,4750.4,24554.100000000028,65155.0,181492.0,0.0,1066.4
Andhra Pradesh,2007,275069.0,45102.0,820.0,24757.0,19525.0,10372.0,353.0,13215.19999999998,54642.40000000005,167348.0,408606.0,0.0,1099.2
Andhra Pradesh,2007,275069.0,45102.0,820.0,24757.0,19525.0,10372.0,353.0,13215.19999999998,54642.40000000005,167348.0,408606.0,0.0,980.6
Andhra Pradesh,2009,275069.0,46670.0,850.0,26377.0,19443.0,0.0,353.0,15083.79999999999,45908.2,172273.0,446458.0,0.0,790.5
Andhra Pradesh,2009,275069.0,46670.0,850.0,26377.0,19443.0,0.0,353.0,15083.79999999999,45908.2,172273.0,446458.0,0.0,688.2
Andhra Pradesh,2011,275069.0,46389.0,850.0,26242.0,19297.0,0.0,352.0,6518.599999999995,33580.8,110925.1,188439.4,0.0,861.9
Andhra Pradesh,2011,275069.0,46389.0,850.0,26242.0,19297.0,0.0,352.0,6518.599999999995,33580.8,110925.1,188439.4,0.0,738.0
Andhra Pradesh,2013,275069.0,46116.0,850.0,26079.0,19187.0,10465.0,352.0,29701.0,70088.0,319850.0,0.0,0.0,1120.5
Andhra Pradesh,2013,275069.0,46116.0,850.0,26079.0,19187.0,10465.0,352.0,29701.0,70088.0,319850.0,0.0,0.0,762.6
Andhra Pradesh,2015,160204.0,24427.0,375.0,13096.0,10956.0,8562.0,367.0,17790.0,53584.0,191504.0,0.0,0.0,1010.9
Andhra Pradesh,2015,160204.0,24427.0,375.0,13096.0,10956.0,8562.0,367.0,17790.0,53584.0,191504.0,0.0,0.0,1047.1
Andhra Pradesh,2017,162968.0,28147.0,1957.0,14051.0,12139.0,9560.0,404.0,0.0,0.0,0.0,0.0,0.0,892.7
Andhra Pradesh,2017,162968.0,28147.0,1957.0,14051.0,12139.0,9560.0,404.0,0.0,0.0,0.0,0.0,0.0,834.5
Andhra Pradesh,2019,162968.0,29137.0,1994.0,13938.0,13205.0,8255.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,1987,83743.0,60500.0,51096.0,0.0,9404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3433.2
Arunachal Pradesh,1989,83743.0,68763.0,54272.0,0.0,14491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3281.6
Arunachal Pradesh,1991,83743.0,68757.0,54542.0,0.0,14215.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.4
Arunachal Pradesh,1993,83743.0,68661.0,54510.0,0.0,14151.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,3348.9
Arunachal Pradesh,1995,83743.0,68621.0,54176.0,0.0,14445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3068.8
Arunachal Pradesh,1997,83743.0,68602.0,54155.0,0.0,14447.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.9
Arunachal Pradesh,1999,83743.0,68847.0,57756.0,0.0,11091.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2316.6
Arunachal Pradesh,2001,83743.0,68045.0,53932.0,0.0,14113.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,2036.0
Arunachal Pradesh,2003,83743.0,68019.0,13907.0,39604.0,14508.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,2451.8
Arunachal Pradesh,2005,83743.0,67777.0,14411.0,37977.0,15389.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,2335.5
Arunachal Pradesh,2007,83743.0,67353.0,20858.0,31556.0,14939.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,3020.7
Arunachal Pradesh,2009,83743.0,67484.0,20873.0,31574.0,15037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.9
Arunachal Pradesh,2011,83743.0,67410.0,20868.0,31519.0,15023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193.7
Arunachal Pradesh,2013,83743.0,67321.0,20828.0,31414.0,15079.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.9
Arunachal Pradesh,2015,83743.0,67248.0,20804.0,31301.0,15143.0,264.0,0.0,169.0,251.0,4738.0,0.0,0.0,2767.5
Arunachal Pradesh,2017,83743.0,66964.0,20721.0,30955.0,15288.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,2745.3
Arunachal Pradesh,2019,83743.0,66688.0,21095.0,30557.0,15036.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,1987,78438.0,26386.0,18415.0,0.0,7971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.35
Assam,1989,78438.0,25058.0,15688.0,0.0,9370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.525
Assam,1991,78438.0,24751.0,15842.0,0.0,8909.0,688.0,0.0,294.4000000000001,467.7,0.0,859.0,0.0,709.5
Assam,1993,78438.0,24508.0,15998.0,0.0,8510.0,602.0,0.0,266.1,1559.0000000000002,0.0,1769.0,0.0,719.8
Assam,1995,78438.0,24061.0,15694.0,0.0,8367.0,0.0,0.0,63.29999999999998,604.2000000000003,0.0,2038.0,0.0,721.525
Assam,1997,78438.0,23824.0,15548.0,0.0,8276.0,635.0,0.0,0.0,0.0,0.0,598.0,0.0,593.05
Assam,1999,78438.0,23688.0,14517.0,0.0,9171.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,648.55
Assam,2001,78438.0,27714.0,15830.0,0.0,11884.0,224.0,0.0,44.5,234.9,0.0,2064.0,0.0,544.6
Assam,2003,78438.0,27826.0,1684.0,11358.0,14784.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,608.525
Assam,2005,78438.0,27645.0,1444.0,11387.0,14814.0,146.0,0.0,1598.0999999999985,5128.000000000006,32577.0,56726.0,0.0,617.075
Assam,2007,78438.0,27692.0,1461.0,11558.0,14673.0,179.0,0.0,12423.399999999841,24396.999999999785,147229.0,236234.0,0.0,688.2
Assam,2009,78438.0,27692.0,1461.0,11558.0,14673.0,0.0,0.0,9067.500000000018,20314.39999999977,129278.0,233779.0,0.0,517.05
Assam,2011,78438.0,27673.0,1444.0,11404.0,14825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.85
Assam,2013,78438.0,27671.0,1444.0,11345.0,14882.0,182.0,0.0,18902.0,42034.75,339507.5,0.0,0.0,454.1
Assam,2015,78438.0,27623.0,1441.0,11268.0,14914.0,384.0,0.0,19698.0,40020.0,265170.0,0.0,0.0,617.725
Assam,2017,78438.0,28105.0,2797.0,10192.0,15116.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,677.925
Assam,2019,78438.0,28327.0,2795.0,10279.0,15253.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,1987,94163.0,28748.0,13490.0,0.0,15258.0,0.0,0.0,440.2,610.5,0.0,5942.0,0.0,1660.4
Bihar,1989,94163.0,26934.0,13412.0,0.0,13522.0,0.0,0.0,838.5999999999997,1039.5,0.0,11617.0,0.0,1269.9
Bihar,1991,94163.0,26668.0,13285.0,0.0,13383.0,1881.0,0.0,2384.7999999999993,2662.3,0.0,20995.0,0.0,1045.7
Bihar,1993,94163.0,26587.0,13172.0,0.0,13415.0,1925.0,0.0,1220.5999999999995,1948.2,0.0,343.0,0.0,1208.3
Bihar,1995,94163.0,26561.0,13343.0,0.0,13218.0,0.0,0.0,1414.3000000000006,1865.8,0.0,16739.0,0.0,1111.9
Bihar,1997,94163.0,26524.0,13300.0,0.0,13224.0,1916.0,0.0,2917.7999999999993,3670.5000000000014,0.0,21938.0,0.0,1303.7
Bihar,1999,94163.0,26474.0,13274.0,0.0,13200.0,1914.0,0.0,4212.4000000000015,3405.300000000001,0.0,22805.0,0.0,1402.7
Bihar,2001,94163.0,5720.0,3372.0,0.0,2348.0,122.0,0.0,1893.2,2887.5000000000005,0.0,24064.0,0.0,1247.0
